,size,true size,rid,algorithm,configuration,runtime,balanced_accuracy,accuracy,f1_macro,roc_auc_ovo,roc_auc_ovr,doublefault_norm,doublefault,correlation_norm,disagreement,yulesq
0,2,2,2,WV,"{'ENS:size': 2, 'algorithm': 'WV', 'WV:scorer': 'macro_recall', 'WV:weighting': 'simple'}",1.5203111171722412,0.7853194103194103,0.7882822902796272,0.7860916297191992,0.7853194103194103,0.7853194103194103,0.846,0.154,0.27,0.22,0.824
1,5,5,3,MLE,"{'ENS:size': 5, 'algorithm': 'MLE'}",1.6288273334503174,0.7838659219473173,0.7869507323568575,0.7846872804942732,0.7838659219473173,0.7838659219473173,0.848,0.152,0.257,0.2,0.811
2,10,10,3,MLE,"{'ENS:size': 10, 'algorithm': 'MLE'}",1.7724652290344238,0.7800768527512714,0.7816245006657789,0.7800768527512714,0.7800768527512714,0.7800768527512714,0.848,0.152,0.276,0.219,0.765
3,15,15,3,MLE,"{'ENS:size': 15, 'algorithm': 'MLE'}",1.9046156406402588,0.7935903662647849,0.796271637816245,0.7942742043776017,0.7935903662647849,0.7935903662647849,0.848,0.152,0.264,0.207,0.788
4,20,20,3,MLE,"{'ENS:size': 20, 'algorithm': 'MLE'}",1.992689609527588,0.8029862579281184,0.8042609853528628,0.8029177534155603,0.8029862579281186,0.8029862579281186,0.85,0.15,0.263,0.205,0.783
