,size,true size,rid,algorithm,configuration,runtime,balanced_accuracy,accuracy,f1_macro,roc_auc_ovo,roc_auc_ovr,doublefault_norm,doublefault,correlation_norm,disagreement,yulesq
0,2,2,2,WV,"{'ENS:size': 2, 'algorithm': 'WV', 'WV:scorer': 'macro_recall', 'WV:weighting': 'simple'}",1.265861988067627,0.9555340947262345,0.984504132231405,0.9283228433913366,0.9555340947262345,0.9555340947262345,0.989,0.011,0.279,0.033,0.978
1,5,5,3,MLE,"{'ENS:size': 5, 'algorithm': 'MLE'}",1.5172357559204102,0.9703980517299295,0.9783057851239669,0.9074380165289256,0.9703980517299295,0.9703980517299295,0.987,0.013,0.224,0.022,0.984
2,10,10,3,MLE,"{'ENS:size': 10, 'algorithm': 'MLE'}",1.584700107574463,0.9649395364460867,0.9679752066115702,0.8730921316952486,0.9649395364460867,0.9649395364460867,0.988,0.012,0.225,0.021,0.983
3,15,15,3,MLE,"{'ENS:size': 15, 'algorithm': 'MLE'}",1.7017912864685059,0.9649395364460867,0.9679752066115702,0.8730921316952486,0.9649395364460867,0.9649395364460867,0.989,0.011,0.242,0.022,0.978
4,20,20,3,MLE,"{'ENS:size': 20, 'algorithm': 'MLE'}",1.9842629432678223,0.9682146456163924,0.9741735537190083,0.8930977360574268,0.9682146456163925,0.9682146456163925,0.989,0.011,0.247,0.022,0.975
