,rid,algorithm,configuration,runtime,balanced_accuracy,accuracy,f1_macro,roc_auc_ovo,roc_auc_ovr
0,1,MAMV,"{'ENS:size': 2, 'algorithm': 'MAMV'}",2.9802405834198,0.9328358208955224,0.9970588235294118,0.9475299645055643,0.9328358208955225,0.9328358208955225
1,2,WV,"{'ENS:size': 2, 'algorithm': 'WV', 'WV:scorer': 'macro_recall', 'WV:weighting': 'simple'}",2.402433395385742,0.9522388059701492,0.9705882352941176,0.7338111973276733,0.9522388059701493,0.9522388059701493
2,3,MLE,"{'ENS:size': 2, 'algorithm': 'MLE'}",2.3815462589263916,0.9522388059701492,0.9705882352941176,0.7338111973276733,0.9522388059701493,0.9522388059701493
