,size,true size,rid,algorithm,configuration,runtime,balanced_accuracy,accuracy,f1_macro,roc_auc_ovo,roc_auc_ovr,doublefault_norm,doublefault,correlation_norm,disagreement,yulesq
0,2,2,2,WV,"{'ENS:size': 2, 'algorithm': 'WV', 'WV:scorer': 'macro_recall', 'WV:weighting': 'simple'}",1.3859283924102783,0.38034598562949073,0.5428571428571428,0.3542880018051263,0.6612270873142624,0.684264362789766,0.763,0.237,0.349,0.344,0.57
1,5,5,2,WV,"{'ENS:size': 5, 'algorithm': 'WV', 'WV:scorer': 'macro_recall', 'WV:weighting': 'simple'}",1.424107551574707,0.38472121275876797,0.6571428571428571,0.41038925085472183,0.6776348924714596,0.7354605375089366,0.743,0.257,0.278,0.266,0.731
2,10,10,2,WV,"{'ENS:size': 10, 'algorithm': 'WV', 'WV:scorer': 'macro_recall', 'WV:weighting': 'simple'}",1.498924970626831,0.36172337726093257,0.6581632653061225,0.39691759990023096,0.6665500391034265,0.7275404656234217,0.735,0.265,0.293,0.286,0.696
3,15,15,2,WV,"{'ENS:size': 15, 'algorithm': 'WV', 'WV:scorer': 'macro_recall', 'WV:weighting': 'simple'}",1.500828504562378,0.3482453665627451,0.6612244897959184,0.38705804867633564,0.6588899757461226,0.7237813082070036,0.726,0.274,0.3,0.294,0.674
4,20,20,2,WV,"{'ENS:size': 20, 'algorithm': 'WV', 'WV:scorer': 'macro_recall', 'WV:weighting': 'simple'}",1.5619688034057617,0.324520637683377,0.639795918367347,0.35765379943066183,0.6434148481951021,0.7039143071375242,0.714,0.286,0.306,0.304,0.636
