,m1 rid,m1 algorithm,m1 configuration,m2 rid,m2 algorithm,m2 configuration,m2 runtime,doublefault_norm,doublefault,correlation_norm,disagreement,yulesq
0,29,GNB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GNB', 'Enc:ENC:encoder': 'one-hot', 'GNB:var_smoothing': 3.977833924137738e-08}",56,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'Enc:ENC:encoder': 'one-hot', 'GB:l2_regularization': 3.948659518991553e-06, 'GB:learning_rate': 0.22466297900159501, 'GB:min_samples_leaf': 4}",284.90951466560364,0.989329268292683,0.010670731707317074,0.4668068330864331,0.23018292682926828,0.38718662952646243
1,29,GNB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GNB', 'Enc:ENC:encoder': 'one-hot', 'GNB:var_smoothing': 3.977833924137738e-08}",58,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'Enc:ENC:encoder': 'one-hot', 'GB:l2_regularization': 9.578393376861179e-05, 'GB:learning_rate': 0.276293788981713, 'GB:min_samples_leaf': 25}",285.3135004043579,0.9878048780487805,0.012195121951219513,0.4625937049935117,0.23018292682926828,0.408929836995039
2,29,GNB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GNB', 'Enc:ENC:encoder': 'one-hot', 'GNB:var_smoothing': 3.977833924137738e-08}",25,GB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GB', 'Enc:ENC:encoder': 'one-hot', 'GB:l2_regularization': 1.5481646655709492e-07, 'GB:learning_rate': 0.23505986156428454, 'GB:min_samples_leaf': 94}",191.6650013923645,0.989329268292683,0.010670731707317074,0.48165444664285695,0.23780487804878048,0.21279212792127924
3,29,GNB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GNB', 'Enc:ENC:encoder': 'one-hot', 'GNB:var_smoothing': 3.977833924137738e-08}",16,AB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'AB', 'AB:algorithm': 'SAMME.R', 'AB:learning_rate': 1.3936660452403056, 'AB:n_estimators': 94, 'Enc:ENC:encoder': 'one-hot'}",491.9058470726013,0.9862804878048781,0.013719512195121951,0.45196175979236086,0.2271341463414634,0.49400000000000005
4,29,GNB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GNB', 'Enc:ENC:encoder': 'one-hot', 'GNB:var_smoothing': 3.977833924137738e-08}",80,XT,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'XT', 'Enc:ENC:encoder': 'one-hot', 'XT:bootstrap': True, 'XT:ccp_alpha': 0.00011417440808858004, 'XT:criterion': 'gini', 'XT:max_depth_fraction': 1.9361834414599945, 'XT:max_features': 0.5935191018872034, 'XT:min_samples_leaf': 2, 'XT:min_samples_split': 10, 'XT:n_estimators': 18}",134.59955430030823,0.9847560975609756,0.01524390243902439,0.4374104903191458,0.2225609756097561,0.6043638697256537
5,29,GNB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GNB', 'Enc:ENC:encoder': 'one-hot', 'GNB:var_smoothing': 3.977833924137738e-08}",11,DTREE,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'DTREE', 'DTREE:ccp_alpha': 8.654799113648205e-05, 'DTREE:criterion': 'gini', 'DTREE:max_depth_fraction': 1.8737850205429467, 'DTREE:min_samples_leaf': 4, 'DTREE:min_samples_split': 7, 'Enc:ENC:encoder': 'one-hot'}",67.61919832229614,0.9878048780487805,0.012195121951219513,0.468828626234296,0.23323170731707316,0.3410091432441585
6,29,GNB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GNB', 'Enc:ENC:encoder': 'one-hot', 'GNB:var_smoothing': 3.977833924137738e-08}",75,RF,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'RF', 'Enc:ENC:encoder': 'one-hot', 'RF:bootstrap': True, 'RF:ccp_alpha': 0.0003863130933056662, 'RF:criterion': 'gini', 'RF:max_features': 0.33524186137542583, 'RF:min_samples_leaf': 2, 'RF:min_samples_split': 5, 'RF:n_estimators': 157}",511.36377334594727,0.9878048780487805,0.012195121951219513,0.44327431436207543,0.2225609756097561,0.609941872118661
7,29,GNB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GNB', 'Enc:ENC:encoder': 'one-hot', 'GNB:var_smoothing': 3.977833924137738e-08}",86,RF,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'RF', 'Enc:ENC:encoder': 'one-hot', 'RF:bootstrap': True, 'RF:ccp_alpha': 0.000922100410751033, 'RF:criterion': 'gini', 'RF:max_features': 0.1900562750426738, 'RF:min_samples_leaf': 1, 'RF:min_samples_split': 7, 'RF:n_estimators': 71}",159.4752504825592,0.9862804878048781,0.013719512195121951,0.44442788396485045,0.22408536585365854,0.567398119122257
8,29,GNB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GNB', 'Enc:ENC:encoder': 'one-hot', 'GNB:var_smoothing': 3.977833924137738e-08}",62,RF,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'RF', 'Enc:ENC:encoder': 'one-hot', 'RF:bootstrap': True, 'RF:ccp_alpha': 0.0007365140869246427, 'RF:criterion': 'entropy', 'RF:max_features': 0.5008516817939054, 'RF:min_samples_leaf': 2, 'RF:min_samples_split': 6, 'RF:n_estimators': 4}",56.07030200958252,0.989329268292683,0.010670731707317074,0.47617722024139486,0.2347560975609756,0.27741935483870966
9,29,GNB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'GNB', 'Enc:ENC:encoder': 'one-hot', 'GNB:var_smoothing': 3.977833924137738e-08}",34,BNB,"{'Div:algorithm': 'NODIV', 'Enc:algorithm': 'ENC', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'BNB', 'BNB:alpha': 0.11848068758946788, 'BNB:fit_prior': False, 'Enc:ENC:encoder': 'one-hot'}",46.01743531227112,0.975609756097561,0.024390243902439025,0.4155077640192837,0.21951219512195122,0.6466438427222742
