,rid,algorithm,configuration,runtime,balanced_accuracy,accuracy,f1_macro,roc_auc_ovo,roc_auc_ovr
0,1,MAMV,"{'ENS:size': 5, 'algorithm': 'MAMV'}",4.568326473236084,0.9661289900030489,0.9692441607427825,0.9626017263875727,0.966128990003049,0.966128990003049
1,2,WV,"{'ENS:size': 5, 'algorithm': 'WV', 'WV:scorer': 'macro_recall', 'WV:weighting': 'simple'}",2.769752264022827,0.9661289900030489,0.9692441607427825,0.9626017263875727,0.966128990003049,0.966128990003049
2,3,MLE,"{'ENS:size': 5, 'algorithm': 'MLE'}",4.373924493789673,0.9669418018275966,0.9690990860293051,0.962497648454519,0.9669418018275967,0.9669418018275967
