,size,true size,rid,algorithm,configuration,runtime,balanced_accuracy,accuracy,f1_macro,roc_auc_ovo,roc_auc_ovr,doublefault_norm,doublefault,correlation_norm,disagreement,yulesq
0,2,2,2,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 2, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",1.3546831607818604,0.8960199004975125,0.9892156862745098,0.8401140007125045,0.8960199004975125,0.8960199004975125,0.995,0.005,0.236,0.009,0.993
1,5,5,2,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 5, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",1.4342832565307617,0.9263681592039801,0.984313725490196,0.8055198055198055,0.9263681592039802,0.9263681592039802,0.995,0.005,0.234,0.009,0.99
2,10,10,2,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 10, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",1.6573858261108398,0.9253731343283582,0.9823529411764705,0.7909455274184733,0.9253731343283582,0.9253731343283582,0.995,0.005,0.17,0.006,0.995
3,15,12,2,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 15, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",1.734905481338501,0.9243781094527364,0.9803921568627451,0.7775936505167677,0.9243781094527364,0.9243781094527364,0.995,0.005,0.162,0.006,0.996
4,20,20,2,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 20, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",2.023150682449341,0.9243781094527364,0.9803921568627451,0.7775936505167677,0.9243781094527364,0.9243781094527364,0.994,0.006,0.137,0.005,0.997
