task_id,accuracy,balanced_accuracy,f1_macro,jaccard_macro,jaccard_micro,precision_micro,precision_macro,precision,recall_micro,recall_macro,recall,roc_auc_ovo,roc_auc_ovr,runtime
23,0.5457627118644067,0.5447923779793842,0.5344181325465861,0.3682856742360527,0.3752913752913753,0.5457627118644067,0.5349472990777339,[0.51136364 0.66956522 0.42391304],0.5457627118644067,0.5447923779793841,[0.44117647 0.61111111 0.58208955],-1,-1,436.032145459
30,0.9552511415525115,0.9285927522382031,0.8097736199753314,0.7012357485224998,0.9143356643356644,0.9552511415525115,0.743323118758239,[0.99472017 0.75294118 0.5        0.52777778 0.94117647],0.9552511415525115,0.9285927522382031,[0.95829095 0.96969697 1.         0.82608696 0.88888889],-1,-1,1183.240878733
554,0.9801428571428571,0.9798914649931248,0.9800062805209375,0.9609246107176828,0.9610589718447962,0.9801428571428571,0.9802106069478441,"[0.98136201 0.98317308 0.98090523 0.98274672 0.988514   0.98952096
 0.982066   0.98368883 0.95157895 0.9785503 ]",0.9801428571428571,0.979891464993125,"[0.97925608 0.97149644 0.97128852 0.97601097 0.99710355 0.96849817
 0.99563636 0.99555556 0.97483825 0.96923077]",-1,-1,5318.80740149
1005,0.7674418604651163,0.7130952380952381,0.7243589743589743,0.5793650793650793,0.6226415094339622,0.7674418604651163,0.7542613636363636,[0.78125    0.72727273],0.7674418604651163,0.7130952380952381,[0.89285714 0.53333333],0.27619047619047615,0.27619047619047615,226.349733265
1067,0.7511848341232228,0.7271062271062271,0.6498755481806329,0.5107427055702918,0.6015180265654649,0.7511848341232228,0.6388303477344572,[0.93150685 0.34615385],0.7511848341232228,0.7271062271062271,[0.76190476 0.69230769],0.3647920706744236,0.3647920706744236,629.213138002
1461,0.8582328873161561,0.8549488466678425,0.7492962292036854,0.62751489670265,0.7516707021791768,0.8582328873161561,0.7110768512569214,[0.97748967 0.44466403],0.8582328873161561,0.8549488466678425,[0.85923607 0.85066163],-1,-1,2664.598636411
1486,0.9635862469171623,0.9604924770168316,0.9558331709123946,0.9160044998860788,0.9297312430011199,0.9635862469171623,0.9514819819327865,[0.9219057  0.98105827],0.9635862469171623,0.9604924770168316,[0.95327577 0.96770918],-1,-1,3352.51938198
1494,0.8625592417061612,0.851307847082495,0.8476534296028881,0.738562091503268,0.7583333333333333,0.8625592417061612,0.8444466364174393,[0.78378378 0.90510949],0.8625592417061612,0.851307847082495,[0.81690141 0.88571429],0.3880281690140845,0.3880281690140845,795.556653329
4134,0.8029294274300932,0.7990579109765157,0.8003721424774057,0.6677753141167775,0.6707452725250278,0.8029294274300932,0.8031063139758792,[0.80434783 0.8018648 ],0.8029294274300932,0.7990579109765157,[0.75290698 0.84520885],0.5732458145248842,0.5732458145248842,3171.848474953
40498,0.5989795918367347,0.42258063487813124,0.39892350439463253,0.27936783126064024,0.42753095411507647,0.5989795918367347,0.3912687364651092,"[0.69186047 0.         0.40384615 0.66889632 0.         0.53333333
 0.44094488]",0.5989795918367347,0.4225806348781312,"[0.54090909 0.         0.63636364 0.68728522 0.         0.45714286
 0.63636364]",-1,-1,1267.975688233
40668,0.8324452338661931,0.7673888895116652,0.7347866925659227,0.6102027595166013,0.7129817444219066,0.8324452338661931,0.7174928037053411,[0.79361827 0.40904419 0.94981595],0.8324452338661931,0.7673888895116652,[0.81484821 0.61705426 0.87026419],-1,-1,5478.138628889
40900,0.9862745098039216,0.9273631840796019,0.8215,0.7337894001250506,0.9729206963249516,0.9862745098039216,0.7589949748743718,[0.99798995 0.52      ],0.9862745098039216,0.9273631840796019,[0.9880597  0.86666667],0.42713101160862355,0.42713101160862355,625.989507929
40926,0.45325,0.45314770191650433,0.44221685570586544,0.2891032703217122,0.2930337805075158,0.45325,0.4502147345608508,"[0.40594059 0.36078431 0.47071584 0.46904762 0.42782609 0.49773756
 0.51140684 0.3993994  0.59075908 0.36853002]",0.45325,0.45314770191650444,"[0.2014742  0.22828784 0.54114713 0.49873418 0.60591133 0.55555556
 0.66419753 0.34366925 0.4475     0.445     ]",-1,-1,5472.084935635
40978,0.9771341463414634,0.9548643231575702,0.9528046236120771,0.9118651488616463,0.9552906110283159,0.9771341463414634,0.9507725510418457,[0.98756661 0.91397849],0.9771341463414634,0.9548643231575702,[0.9858156  0.92391304],0.4874344742522356,0.4874344742522356,2783.267428712
40981,0.8405797101449275,0.8452203534170748,0.8400421496311907,0.7243107769423559,0.725,0.8405797101449275,0.8405797101449275,[0.89855072 0.7826087 ],0.8405797101449275,0.8452203534170748,[0.80519481 0.8852459 ],0.44049393229721095,0.44049393229721095,296.254788864
40983,0.9824380165289256,0.9635119247564663,0.9214191915574337,0.8619629373165826,0.965482233502538,0.9824380165289256,0.887231430325353,[0.77777778 0.99668508],0.9824380165289256,0.9635119247564663,[0.94230769 0.98471616],0.3400445078938529,0.3400445078938529,717.152127534
40984,0.948051948051948,0.9480519480519481,0.9483387541966742,0.9046828064054997,0.9012345679012346,0.948051948051948,0.9494589502467654,"[0.90625    1.         1.         0.86111111 1.         0.95238095
 0.92647059]",0.948051948051948,0.9480519480519481,"[0.87878788 1.         0.96969697 0.93939394 0.98484848 0.90909091
 0.95454545]",-1,-1,1056.391954365
40996,0.8872857142857142,0.8872857142857142,0.8859218730521924,0.8061510950277692,0.7974065990499423,0.8872857142857142,0.8866487187730755,"[0.7842867  0.94748048 0.80382775 0.97924388 0.89787234 0.76801406
 0.98913831 0.95980254 0.91953232 0.8172888 ]",0.8872857142857142,0.8872857142857142,"[0.81285714 0.95357143 0.84       0.94357143 0.90428571 0.62428571
 0.97571429 0.97214286 0.955      0.89142857]",-1,-1,4515.353544897
41145,0.778063410454156,0.778050764820602,0.7780105980985117,0.6366882554772098,0.6367461430575035,0.778063410454156,0.7783008883897862,[0.78621908 0.7703827 ],0.778063410454156,0.778050764820602,[0.76329331 0.79280822],0.4825506943302239,0.4825506943302239,2466.124140166
41163,0.985,0.9850729633588013,0.9850299025814049,0.9705318952358288,0.9704433497536946,0.985,0.9850832182006423,[0.99749373 0.98958333 0.97979798 0.9754902  0.98305085],0.985,0.9850729633588013,[0.97310513 0.9921671  0.97732997 0.9925187  0.9902439 ],0.9996216641178026,0.9996211724626901,3936.776715176
