,size,true size,rid,algorithm,configuration,runtime,balanced_accuracy,accuracy,f1_macro,roc_auc_ovo,roc_auc_ovr,doublefault_norm,doublefault,correlation_norm,disagreement,yulesq
0,2,2,2,WV,"{'ENS:size': 2, 'algorithm': 'WV', 'WV:scorer': 'macro_recall', 'WV:weighting': 'simple'}",1.3348925113677979,0.9442786069651741,0.9549019607843138,0.6774903082125869,0.9442786069651742,0.9442786069651742,0.998,0.002,0.447,0.047,0.834
1,5,5,3,MLE,"{'ENS:size': 5, 'algorithm': 'MLE'}",1.4858033657073975,0.8950248756218906,0.9872549019607844,0.8210791920227767,0.8950248756218906,0.8950248756218906,0.996,0.004,0.312,0.024,0.936
2,10,10,3,MLE,"{'ENS:size': 10, 'algorithm': 'MLE'}",1.6588873863220215,0.9248756218905473,0.9813725490196078,0.7841269841269841,0.9248756218905474,0.9248756218905474,0.996,0.004,0.261,0.015,0.955
3,15,15,3,MLE,"{'ENS:size': 15, 'algorithm': 'MLE'}",1.8812353610992432,0.9228855721393034,0.9774509803921568,0.7595301304851423,0.9228855721393034,0.9228855721393034,0.995,0.005,0.235,0.012,0.965
4,20,20,3,MLE,"{'ENS:size': 20, 'algorithm': 'MLE'}",2.0491955280303955,0.8920398009950249,0.9813725490196078,0.7743126317383051,0.8920398009950249,0.8920398009950249,0.995,0.005,0.232,0.012,0.968
