,size,true size,rid,algorithm,configuration,runtime,balanced_accuracy,accuracy,f1_macro,roc_auc_ovo,roc_auc_ovr,doublefault_norm,doublefault,correlation_norm,disagreement,yulesq
0,2,2,2,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 2, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",2.7479186058044434,0.9779423629791024,0.978,0.977947604944277,0.9862267346756073,0.9862454091370892,0.994,0.006,0.39,0.038,0.882
1,5,5,2,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 5, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",4.030320405960083,0.9755000554364225,0.9755,0.9754749429574321,0.984687056495069,0.9846859348826635,0.984,0.016,0.257,0.031,0.938
2,10,10,3,WV,"{'Div:algorithm': 'NODIV', 'ENS:size': 10, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'WV', 'WV:scorer': 'macro_recall', 'WV:weighting': 'simple'}",1.9076898097991943,0.975575913031977,0.9755,0.9755249864307671,0.9847162955708301,0.9846882212497823,0.983,0.017,0.283,0.041,0.914
3,15,15,2,MLE,"{'Div:algorithm': 'NODIV', 'ENS:size': 15, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MLE'}",8.047820568084717,0.9754534701263141,0.9755,0.9754384395208311,0.9846720376919675,0.9846920250807086,0.982,0.018,0.319,0.059,0.857
4,20,20,3,WV,"{'Div:algorithm': 'NODIV', 'ENS:size': 20, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'WV', 'WV:scorer': 'macro_recall', 'WV:weighting': 'simple'}",2.087834596633911,0.977608050127173,0.9775,0.9775230448616702,0.9859800587008694,0.9859423452840087,0.98,0.02,0.343,0.084,0.814
