,size,true size,rid,algorithm,configuration,runtime,balanced_accuracy,accuracy,f1_macro,roc_auc_ovo,roc_auc_ovr,doublefault_norm,doublefault,correlation_norm,disagreement,yulesq
0,2,2,3,MLE,"{'ENS:size': 2, 'algorithm': 'MLE'}",1.4673266410827637,0.9895522388059701,0.9794117647058823,0.7888386123680242,0.9895522388059701,0.9895522388059701,0.992,0.008,0.253,0.016,0.984
1,5,5,3,MLE,"{'ENS:size': 5, 'algorithm': 'MLE'}",1.6161561012268066,0.9880597014925373,0.9764705882352941,0.7717354817052702,0.9880597014925373,0.9880597014925373,0.995,0.005,0.279,0.013,0.983
2,10,10,3,MLE,"{'ENS:size': 10, 'algorithm': 'MLE'}",1.7486543655395508,0.9840796019900497,0.9686274509803922,0.7338465051045371,0.9840796019900497,0.9840796019900497,0.995,0.005,0.27,0.013,0.984
3,15,15,3,MLE,"{'ENS:size': 15, 'algorithm': 'MLE'}",1.9392199516296387,0.9885572139303482,0.9774509803921568,0.7772312483976033,0.9885572139303482,0.9885572139303482,0.996,0.004,0.263,0.01,0.95
4,20,20,3,MLE,"{'ENS:size': 20, 'algorithm': 'MLE'}",2.0854287147521973,0.9890547263681593,0.9784313725490196,0.7829283392663674,0.9890547263681593,0.9890547263681593,0.996,0.004,0.24,0.009,0.958
