task_id,accuracy,balanced_accuracy,f1_macro,jaccard_macro,jaccard_micro,precision_micro,precision_macro,precision,recall_micro,recall_macro,recall,roc_auc_ovo,roc_auc_ovr,runtime
40668,0.7683540556542333,0.7162641592852844,0.6699641895815094,0.5327581800361553,0.6238432880663382,0.7683540556542333,0.6555828810466435,[0.70895313 0.93946218 0.31833333],0.7683540556542333,0.7162641592852844,[0.75924256 0.79730185 0.59224806],0.872842105374278,0.8906416025759709,3955.884448962
40900,0.9754901960784313,0.9875621890547264,0.7664300435081292,0.6750621890547264,0.9521531100478469,0.9754901960784313,0.6875,[0.375 1.   ],0.9754901960784313,0.9875621890547264,[1.         0.97512438],0.19004975124378107,0.19004975124378107,930.030894395
40926,0.41925,0.419388226820154,0.41390990913654935,0.2638342931249617,0.2652222046496916,0.41925,0.4134523598739269,"[0.44129555 0.35809019 0.44034707 0.4045584  0.33333333 0.44111349
 0.46606335 0.3264095  0.47138965 0.45192308]",0.41925,0.41938822682015403,"[0.55050505 0.34883721 0.50623441 0.355      0.23587224 0.50738916
 0.50864198 0.27295285 0.4325     0.47594937]",-1,-1,4626.93579832
40978,0.989329268292683,0.9665047795251311,0.9773577835084588,0.9562252405206564,0.9788838612368024,0.989329268292683,0.9889804658303537,[0.98945518 0.98850575],0.989329268292683,0.9665047795251311,[0.99822695 0.93478261],-1,-1,2315.742288358
40981,0.8478260869565217,0.8500106450926124,0.8468530359879511,0.7345786963434022,0.7358490566037735,0.8478260869565217,0.8459595959595959,[0.8030303  0.88888889],0.8478260869565217,0.8500106450926124,[0.86885246 0.83116883],0.8500106450926123,0.8500106450926123,801.456678321
40983,0.981404958677686,0.9448270070540813,0.9147086466165413,0.8517664745677775,0.9634888438133874,0.981404958677686,0.888913362701909,[0.78333333 0.99449339],0.981404958677686,0.9448270070540813,[0.90384615 0.98580786],0.9448270070540813,0.9448270070540813,514.257228881
40984,0.9264069264069265,0.9264069264069265,0.9263157626015841,0.8672939216325621,0.8629032258064516,0.9264069264069265,0.9297773375146009,"[0.94827586 0.87323944 1.         0.81578947 0.91525424 1.
 0.95588235]",0.9264069264069265,0.9264069264069263,"[0.83333333 0.93939394 0.96969697 0.93939394 0.81818182 1.
 0.98484848]",0.9946543355634266,0.9946543355634264,625.556116531
40996,0.8495714285714285,0.8495714285714285,0.8460003807318474,0.7493787940941352,0.7384825530858066,0.8495714285714285,0.8494031660188763,"[0.95645646 0.94774011 0.94310722 0.7876377  0.98461538 0.69993914
 0.87549669 0.71367975 0.77285922 0.8125    ]",0.8495714285714285,0.8495714285714285,"[0.91       0.95857143 0.92357143 0.91928571 0.96       0.82142857
 0.94428571 0.48071429 0.76071429 0.81714286]",0.9848705895691613,0.9848705895691611,4487.247863621
41145,0.7883461868037703,0.7883526398646585,0.7883362399720962,0.650625308853157,0.6506364922206507,0.7883461868037703,0.7884136310223266,[0.79304348 0.78378378],0.7883461868037703,0.7883526398646585,[0.78082192 0.79588336],0.7883526398646585,0.7883526398646585,2515.439628009
41163,0.9725,0.972431952412105,0.9724888464867997,0.9465253605248304,0.9464720194647201,0.9725,0.972701025054417,[0.97229219 0.97179487 0.97911227 0.95754717 0.98275862],0.9725,0.9724319524121052,[0.96259352 0.95465995 0.97911227 0.9902439  0.97555012],0.9992780645457803,0.9992710774261659,3370.62507524
