task_id,accuracy,balanced_accuracy,f1_macro,jaccard_macro,jaccard_micro,precision_micro,precision_macro,precision,recall_micro,recall_macro,recall,roc_auc_ovo,roc_auc_ovr,runtime
23,0.5423728813559322,0.5333091777341119,0.5300008010894817,0.36608274941608276,0.37209302325581395,0.5423728813559322,0.5423636452099451,[0.48717949 0.76344086 0.37647059],0.5423728813559322,0.5333091777341119,[0.55882353 0.56349206 0.47761194],0.7260983442575482,0.7238522163092448,704.698575431
30,0.9579908675799087,0.9031410839788035,0.7765515227300476,0.6650302603468147,0.9193689745836985,0.9579908675799087,0.6985160766338531,[0.99578059 0.51351351 0.84415584 0.4        0.73913043],0.9579908675799087,0.9031410839788035,[0.96032553 0.82608696 0.98484848 0.8        0.94444444],0.9914787781541066,0.9909815928968623,1084.556391709
554,0.9653571428571428,0.9650532476331997,0.9653374751555569,0.9332800343147918,0.9330341732827062,0.9653571428571428,0.9659187443156331,"[0.95881991 0.97154754 0.96590909 0.98619632 0.98110465 0.96819788
 0.91856453 0.95716396 0.97178003 0.97990354]",0.9653571428571428,0.9650532476331997,"[0.99047619 0.95956134 0.95238095 0.94212454 0.98181818 0.99203476
 0.95686556 0.94945055 0.96065808 0.96516231]",0.9988725268957371,0.9988885603995061,5021.596372804
1005,0.8837209302325582,0.8642857142857143,0.8699334543254689,0.7722960151802657,0.7916666666666666,0.8837209302325582,0.8768472906403941,[0.89655172 0.85714286],0.8837209302325582,0.8642857142857143,[0.92857143 0.8       ],-1,-1,184.118999388
1067,0.7464454976303317,0.736888601594484,0.6506271132672563,0.5099307359307359,0.5954631379962193,0.7464454976303317,0.6413255861785274,[0.93706294 0.34558824],0.7464454976303317,0.736888601594484,[0.75070028 0.72307692],0.736888601594484,0.736888601594484,739.872189337
1461,0.8543624903240076,0.8429179001743581,0.7415846921224698,0.6190970401219281,0.7457528957528957,0.8543624903240076,0.704861246647421,[0.97411832 0.43560418],0.8543624903240076,0.8429179001743581,[0.85785848 0.82797732],0.8429179001743581,0.8429179001743581,3252.933982904
1486,0.9737414768605832,0.9697340149242586,0.9679506934615005,0.9382296309275517,0.9488266892847046,0.9737414768605832,0.9662117092244278,[0.98407838 0.94834504],0.9737414768605832,0.9697340149242586,[0.97908205 0.96038598],0.9697340149242585,0.9697340149242585,3011.974594957
1494,0.8767772511848341,0.8724346076458752,0.8647169066877096,0.7639080459770116,0.7805907172995781,0.8767772511848341,0.8587904632680752,[0.92537313 0.79220779],0.8767772511848341,0.8724346076458752,[0.88571429 0.85915493],0.8724346076458752,0.8724346076458752,882.684930557
4134,0.8042609853528628,0.8020863093537512,0.8025455150321676,0.6706042639837106,0.6726057906458798,0.8042609853528628,0.8031472641522958,[0.81400966 0.79228487],0.8042609853528628,0.8020863093537512,[0.82800983 0.77616279],0.8020863093537512,0.8020863093537512,1887.942975591
40498,0.6081632653061224,0.4457212828899132,0.4248722708351091,0.29486325789891105,0.436950146627566,0.6081632653061224,0.43199681623867126,"[0.18518519 0.64569536 0.5        0.55607477 0.71884058 0.41818182
 0.        ]",0.6081632653061224,0.4457212828899132,"[0.3030303  0.67010309 0.25       0.67613636 0.56363636 0.65714286
 0.        ]",0.874121577369481,0.8760491835811709,746.215768384
