,size,true size,rid,algorithm,configuration,runtime,balanced_accuracy,accuracy,f1_macro,roc_auc_ovo,roc_auc_ovr,doublefault_norm,doublefault,correlation_norm,disagreement,yulesq
0,2,2,1,MAMV,"{'ENS:size': 2, 'algorithm': 'MAMV'}",1.7385780811309814,0.9701881088343971,0.9607438016528925,0.853706649697741,0.9701881088343971,0.9701881088343971,0.992,0.008,0.324,0.035,0.962
1,5,5,3,MLE,"{'ENS:size': 5, 'algorithm': 'MLE'}",1.5235254764556885,0.9624202216996977,0.9803719008264463,0.9135807689958322,0.9624202216996977,0.9624202216996977,0.991,0.009,0.287,0.028,0.939
2,10,10,3,MLE,"{'ENS:size': 10, 'algorithm': 'MLE'}",1.6989924907684326,0.9665770910312395,0.9710743801652892,0.8828816371681416,0.9665770910312396,0.9665770910312396,0.99,0.01,0.271,0.025,0.96
3,15,15,3,MLE,"{'ENS:size': 15, 'algorithm': 'MLE'}",1.8323168754577637,0.9665770910312395,0.9710743801652892,0.8828816371681416,0.9665770910312396,0.9665770910312396,0.989,0.011,0.26,0.024,0.964
4,20,20,3,MLE,"{'ENS:size': 20, 'algorithm': 'MLE'}",2.009298324584961,0.9665770910312395,0.9710743801652892,0.8828816371681416,0.9665770910312396,0.9665770910312396,0.989,0.011,0.263,0.024,0.96
