,size,true size,rid,algorithm,configuration,runtime,balanced_accuracy,accuracy,f1_macro,roc_auc_ovo,roc_auc_ovr,doublefault_norm,doublefault,correlation_norm,disagreement,yulesq
0,2,2,2,WV,"{'ENS:size': 2, 'algorithm': 'WV', 'WV:scorer': 'macro_recall', 'WV:weighting': 'simple'}",1.9592061042785645,0.8617142857142858,0.8617142857142858,0.8595673332538449,0.9231746031746034,0.9231746031746032,0.914,0.086,0.226,0.11,0.917
1,5,5,2,WV,"{'ENS:size': 5, 'algorithm': 'WV', 'WV:scorer': 'macro_recall', 'WV:weighting': 'simple'}",2.126842975616455,0.8801428571428571,0.8801428571428571,0.8787790132556559,0.9334126984126989,0.9334126984126984,0.911,0.089,0.249,0.136,0.878
2,10,10,2,WV,"{'ENS:size': 10, 'algorithm': 'WV', 'WV:scorer': 'macro_recall', 'WV:weighting': 'simple'}",2.703040361404419,0.8742142857142857,0.8742142857142857,0.872258721237243,0.9301190476190481,0.9301190476190476,0.899,0.101,0.249,0.145,0.87
3,15,15,2,WV,"{'ENS:size': 15, 'algorithm': 'WV', 'WV:scorer': 'macro_recall', 'WV:weighting': 'simple'}",3.133222818374634,0.8607857142857143,0.8607857142857143,0.8591452437307497,0.9226587301587307,0.92265873015873,0.892,0.108,0.236,0.142,0.878
4,20,20,1,MAMV,"{'ENS:size': 20, 'algorithm': 'MAMV'}",8.265376806259155,0.8549285714285715,0.8549285714285715,0.8530145337769783,0.9194047619047624,0.9194047619047618,0.888,0.112,0.229,0.143,0.874
