,model type,k,wanted k,rid,algorithm,configuration,runtime,balanced_accuracy,accuracy,f1_macro,roc_auc_ovo,roc_auc_ovr
0,Fusion,15,15,3,MLE,"{'ENS:size': 15, 'algorithm': 'MLE'}",1.6858043670654297,0.9596909640577762,0.9752066115702479,0.8950241292678078,0.9596909640577763,0.9596909640577763
1,Model,15,15,3,RF,"{'Dr:algorithm': 'NOHD', 'Enc:algorithm': 'NOEnc', 'Fil:algorithm': 'NONS', 'Fs:algorithm': 'NOSD', 'Ovs:algorithm': 'tomek_links', 'Us:algorithm': 'NOOS', 'algorithm': 'RF', 'Ovs:tomek_links:sampling_strategy': 'majority', 'RF:bootstrap': True, 'RF:ccp_alpha': 0.0008369892231309311, 'RF:criterion': 'gini', 'RF:max_features': 0.5655307399289462, 'RF:min_samples_leaf': 2, 'RF:min_samples_split': 9, 'RF:n_estimators': 137}",9.133530616760254,0.8728165938864629,0.9824380165289256,0.9059092598416194,0.8728165938864628,0.8728165938864628
2,Model,15,15,6,MLP,"{'Dr:algorithm': 'NOHD', 'Enc:algorithm': 'NOEnc', 'Fil:algorithm': 'NONS', 'Fs:algorithm': 'NOSD', 'Ovs:algorithm': 'edited_nearest_neighbours', 'Us:algorithm': 'NOOS', 'algorithm': 'MLP', 'MLP:activation': 'relu', 'MLP:alpha': 0.0011539575426646998, 'MLP:n_hidden_layers': 3, 'MLP:n_neurons_layer': 170, 'MLP:solver': 'adam', 'MLP:tol': 0.00042537362469697215, 'Ovs:edited_nearest_neighbours:kind_sel': 'mode', 'Ovs:edited_nearest_neighbours:n_neighbors': 8, 'Ovs:edited_nearest_neighbours:sampling_strategy': 'majority', 'MLP:beta_1': 0.9, 'MLP:beta_2': 0.999, 'MLP:epsilon': 1e-08, 'MLP:learning_rate_init': 0.0023957994279101276}",22.78594946861267,0.8198270070540813,0.9679752066115702,0.8349966733200267,0.8198270070540813,0.8198270070540813
3,Model,15,15,5,AB,"{'Dr:algorithm': 'NOHD', 'Enc:algorithm': 'NOEnc', 'Fil:algorithm': 'NONS', 'Fs:algorithm': 'NOSD', 'Ovs:algorithm': 'tomek_links', 'Us:algorithm': 'NOOS', 'algorithm': 'AB', 'AB:algorithm': 'SAMME.R', 'AB:learning_rate': 1.0235379475164255, 'AB:n_estimators': 92, 'Ovs:tomek_links:sampling_strategy': 'all'}",6.657707452774048,0.9022085992610009,0.9865702479338843,0.9294551610859779,0.902208599261001,0.902208599261001
4,Model,15,15,1,RF,"{'Dr:algorithm': 'NOHD', 'Enc:algorithm': 'NOEnc', 'Fil:algorithm': 'NONS', 'Fs:algorithm': 'NOSD', 'Ovs:algorithm': 'edited_nearest_neighbours', 'Us:algorithm': 'NOOS', 'algorithm': 'RF', 'Ovs:edited_nearest_neighbours:kind_sel': 'all', 'Ovs:edited_nearest_neighbours:n_neighbors': 3, 'Ovs:edited_nearest_neighbours:sampling_strategy': 'not minority', 'RF:bootstrap': True, 'RF:ccp_alpha': 0.0, 'RF:criterion': 'gini', 'RF:max_features': 0.5, 'RF:min_samples_leaf': 1, 'RF:min_samples_split': 2, 'RF:n_estimators': 50}",4.287366628646851,0.8904098085320793,0.981404958677686,0.9050980392156863,0.8904098085320792,0.8904098085320792
5,Model,15,15,87,RF,"{'Dr:algorithm': 'NOHD', 'Enc:algorithm': 'NOEnc', 'Fil:algorithm': 'NONS', 'Fs:algorithm': 'NOSD', 'Ovs:algorithm': 'RANDOM_OVER_SAMPLING', 'Us:algorithm': 'NOOS', 'algorithm': 'RF', 'Ovs:RANDOM_OVER_SAMPLING:random_state': 363, 'Ovs:RANDOM_OVER_SAMPLING:sampling_strategy': 'not majority', 'RF:bootstrap': False, 'RF:ccp_alpha': 4.335924089635546e-05, 'RF:criterion': 'gini', 'RF:max_features': 0.5932535231549878, 'RF:min_samples_leaf': 1, 'RF:min_samples_split': 3, 'RF:n_estimators': 29}",4.428903102874756,0.9011168962042324,0.984504132231405,0.9201596806387224,0.9011168962042324,0.9011168962042324
6,Model,15,15,8,RF,"{'Dr:algorithm': 'NOHD', 'Enc:algorithm': 'NOEnc', 'Fil:algorithm': 'NONS', 'Fs:algorithm': 'NOSD', 'Ovs:algorithm': 'tomek_links', 'Us:algorithm': 'NOOS', 'algorithm': 'RF', 'Ovs:tomek_links:sampling_strategy': 'majority', 'RF:bootstrap': False, 'RF:ccp_alpha': 0.0008359945179365843, 'RF:criterion': 'gini', 'RF:max_features': 0.9879169333195726, 'RF:min_samples_leaf': 6, 'RF:min_samples_split': 3, 'RF:n_estimators': 2}",1.5727932453155518,0.9069113201209271,0.9783057851239669,0.896128316888346,0.9069113201209271,0.9069113201209271
7,Model,15,15,36,RF,"{'Dr:algorithm': 'NOHD', 'Enc:algorithm': 'NOEnc', 'Fil:algorithm': 'NONS', 'Fs:algorithm': 'NOSD', 'Ovs:algorithm': 'smote', 'Us:algorithm': 'NOOS', 'algorithm': 'RF', 'Ovs:smote:k_neighbors': 3, 'Ovs:smote:random_state': 171, 'Ovs:smote:sampling_strategy': 'all', 'RF:bootstrap': True, 'RF:ccp_alpha': 9.353724386916763e-05, 'RF:criterion': 'gini', 'RF:max_features': 0.772807977227417, 'RF:min_samples_leaf': 2, 'RF:min_samples_split': 10, 'RF:n_estimators': 79}",15.029602527618408,0.9346657709103123,0.9793388429752066,0.9052318295739349,0.9346657709103123,0.9346657709103123
8,Model,15,15,41,RF,"{'Dr:algorithm': 'NOHD', 'Enc:algorithm': 'NOEnc', 'Fil:algorithm': 'NONS', 'Fs:algorithm': 'NOSD', 'Ovs:algorithm': 'smote', 'Us:algorithm': 'NOOS', 'algorithm': 'RF', 'Ovs:smote:k_neighbors': 5, 'Ovs:smote:random_state': 181, 'Ovs:smote:sampling_strategy': 'not majority', 'RF:bootstrap': False, 'RF:ccp_alpha': 0.00020641217480302644, 'RF:criterion': 'gini', 'RF:max_features': 0.438611279606303, 'RF:min_samples_leaf': 8, 'RF:min_samples_split': 6, 'RF:n_estimators': 63}",12.355759620666504,0.9352116224386966,0.9803719008264463,0.9092089349623595,0.9352116224386966,0.9352116224386966
9,Model,15,15,9,AB,"{'Dr:algorithm': 'NOHD', 'Enc:algorithm': 'NOEnc', 'Fil:algorithm': 'NONS', 'Fs:algorithm': 'NOSD', 'Ovs:algorithm': 'smote', 'Us:algorithm': 'NOOS', 'algorithm': 'AB', 'AB:algorithm': 'SAMME', 'AB:learning_rate': 1.2423582380626026, 'AB:n_estimators': 45, 'Ovs:smote:k_neighbors': 2, 'Ovs:smote:random_state': 165, 'Ovs:smote:sampling_strategy': 'all'}",4.881318092346191,0.9709439032583138,0.9793388429752066,0.9111600587371511,0.9709439032583138,0.9709439032583138
