,size,true size,rid,algorithm,configuration,runtime,balanced_accuracy,accuracy,f1_macro,roc_auc_ovo,roc_auc_ovr,doublefault_norm,doublefault,correlation_norm,disagreement,yulesq
0,2,2,1,MAMV,"{'ENS:size': 2, 'algorithm': 'MAMV'}",1.560335397720337,0.39545103889728334,0.5479591836734694,0.36761994123853237,0.6634871538375248,0.6906021198258377,0.658,0.342,0.197,0.201,0.901
1,5,5,2,WV,"{'ENS:size': 5, 'algorithm': 'WV', 'WV:scorer': 'macro_recall', 'WV:weighting': 'simple'}",1.400571346282959,0.3943957245503637,0.6408163265306123,0.40889614976425354,0.6778445445350229,0.7292018220380625,0.745,0.255,0.289,0.279,0.714
2,10,10,2,WV,"{'ENS:size': 10, 'algorithm': 'WV', 'WV:scorer': 'macro_recall', 'WV:weighting': 'simple'}",1.361189842224121,0.37412638907484264,0.6755102040816326,0.4076178590131362,0.6653711049036698,0.7393372909645003,0.742,0.258,0.275,0.265,0.735
3,15,15,2,WV,"{'ENS:size': 15, 'algorithm': 'WV', 'WV:scorer': 'macro_recall', 'WV:weighting': 'simple'}",1.4398958683013916,0.3324556579895313,0.6551020408163265,0.3642196671976122,0.6408074546608596,0.7168057269706508,0.731,0.269,0.286,0.279,0.707
4,20,20,2,WV,"{'ENS:size': 20, 'algorithm': 'WV', 'WV:scorer': 'macro_recall', 'WV:weighting': 'simple'}",1.5065383911132812,0.33256778812743465,0.6469387755102041,0.3672407992881432,0.6401033034520766,0.7101919044528574,0.719,0.281,0.311,0.311,0.638
