,rid,algorithm,configuration,runtime,balanced_accuracy,accuracy,f1_macro,roc_auc_ovo,roc_auc_ovr
0,1,MAMV,"{'ENS:size': 5, 'algorithm': 'MAMV'}",3.6582744121551514,0.9674487455643712,0.972000580298854,0.9658155823348898,0.9674487455643711,0.9674487455643711
1,2,WV,"{'ENS:size': 5, 'algorithm': 'WV', 'WV:scorer': 'macro_recall', 'WV:weighting': 'simple'}",2.2499067783355713,0.9674487455643712,0.972000580298854,0.9658155823348898,0.9674487455643711,0.9674487455643711
2,3,MLE,"{'ENS:size': 5, 'algorithm': 'MLE'}",3.478055238723755,0.9688207426318332,0.970694907877557,0.9644291334559575,0.9688207426318332,0.9688207426318332
