,size,true size,rid,algorithm,configuration,runtime,balanced_accuracy,accuracy,f1_macro,roc_auc_ovo,roc_auc_ovr,doublefault_norm,doublefault,correlation_norm,disagreement,yulesq
0,2,2,3,WV,"{'Div:algorithm': 'NODIV', 'ENS:size': 2, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'WV', 'WV:scorer': 'macro_recall', 'WV:weighting': 'simple'}",1.825127363204956,0.977560424627179,0.9775,0.9775425833402934,0.9859561948028277,0.985927233138668,0.982,0.018,0.151,0.016,0.994
1,5,5,3,WV,"{'Div:algorithm': 'NODIV', 'ENS:size': 5, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'WV', 'WV:scorer': 'macro_recall', 'WV:weighting': 'simple'}",1.8162481784820557,0.9759985753345845,0.976,0.9759945690762603,0.9849968800482589,0.9849933606117586,0.984,0.016,0.258,0.031,0.949
2,10,10,3,WV,"{'Div:algorithm': 'NODIV', 'ENS:size': 10, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'WV', 'WV:scorer': 'macro_recall', 'WV:weighting': 'simple'}",1.9167735576629639,0.9765405745489165,0.9765,0.9765071386524673,0.9853259082292389,0.9853078260205635,0.981,0.019,0.259,0.037,0.943
3,15,15,3,WV,"{'Div:algorithm': 'NODIV', 'ENS:size': 15, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'WV', 'WV:scorer': 'macro_recall', 'WV:weighting': 'simple'}",1.9593968391418457,0.9755146029998969,0.9755,0.9754970006655814,0.9846906265227721,0.9846814454526819,0.982,0.018,0.304,0.054,0.893
4,20,20,1,MAMV,"{'Div:algorithm': 'NODIV', 'ENS:size': 20, 'Enc:algorithm': 'NOEnc', 'Fe:algorithm': 'NOFE', 'Pre:algorithm': 'NOPRE', 'algorithm': 'MAMV'}",2.446394920349121,0.9770306683543615,0.977,0.9770042598243898,0.9856356910121005,0.9856228858226034,0.98,0.02,0.337,0.083,0.825
