,size,true size,rid,algorithm,configuration,runtime,balanced_accuracy,accuracy,f1_macro,roc_auc_ovo,roc_auc_ovr,doublefault_norm,doublefault,correlation_norm,disagreement,yulesq
0,2,2,3,MLE,"{'ENS:size': 2, 'algorithm': 'MLE'}",2.61772084236145,0.9754616790050991,0.9755,0.9755274507580985,0.9846611677230954,0.9846570433517685,0.992,0.008,0.399,0.054,0.826
1,5,5,1,MAMV,"{'ENS:size': 5, 'algorithm': 'MAMV'}",2.596630573272705,0.9818789873881693,0.982,0.9820194897546548,0.9886948470433441,0.988725425517584,0.987,0.013,0.384,0.074,0.778
2,10,10,2,WV,"{'ENS:size': 10, 'algorithm': 'WV', 'WV:scorer': 'macro_recall', 'WV:weighting': 'simple'}",1.8263795375823975,0.9824538873805231,0.9825,0.9825487290719082,0.9890379511915564,0.98904421258548,0.981,0.019,0.361,0.08,0.804
3,15,15,2,WV,"{'ENS:size': 15, 'algorithm': 'WV', 'WV:scorer': 'macro_recall', 'WV:weighting': 'simple'}",1.9504542350769043,0.9813962077304449,0.9815,0.9814761298400121,0.9883950041630699,0.9884283218750088,0.978,0.022,0.369,0.101,0.745
4,20,20,2,WV,"{'ENS:size': 20, 'algorithm': 'WV', 'WV:scorer': 'macro_recall', 'WV:weighting': 'simple'}",2.0317187309265137,0.976904200052276,0.977,0.976987954370904,0.985586114714367,0.9856172752712892,0.973,0.027,0.371,0.118,0.713
