,model type,k,wanted k,rid,algorithm,configuration,runtime,balanced_accuracy,accuracy,f1_macro,roc_auc_ovo,roc_auc_ovr
0,Fusion,19,20,2,WV,"{'ENS:size': 20, 'algorithm': 'WV', 'WV:scorer': 'macro_recall', 'WV:weighting': 'simple'}",1.5356626510620117,0.9458874458874459,0.9458874458874459,0.9454085104067299,0.9684343434343434,0.9684343434343434
1,Model,19,20,61,XT,"{'Dr:algorithm': 'NOHD', 'Enc:algorithm': 'NOEnc', 'Fil:algorithm': 'NONS', 'Fs:algorithm': 'RANDOM_OVER_SAMPLING', 'Ovs:algorithm': 'NOUS', 'Us:algorithm': 'NOOS', 'algorithm': 'XT', 'Fs:RANDOM_OVER_SAMPLING:random_state': 314, 'Fs:RANDOM_OVER_SAMPLING:sampling_strategy': 'not majority', 'XT:bootstrap': True, 'XT:ccp_alpha': 0.0005453902362768042, 'XT:criterion': 'gini', 'XT:max_depth_fraction': 1.8513410487975486, 'XT:max_features': 0.41626462872300374, 'XT:min_samples_leaf': 3, 'XT:min_samples_split': 5, 'XT:n_estimators': 188}",5.92022180557251,0.932900432900433,0.9329004329004329,0.9323992650398724,0.9608585858585861,0.9608585858585859
2,Model,19,20,66,XT,"{'Dr:algorithm': 'NOHD', 'Enc:algorithm': 'NOEnc', 'Fil:algorithm': 'NONS', 'Fs:algorithm': 'RANDOM_OVER_SAMPLING', 'Ovs:algorithm': 'NOUS', 'Us:algorithm': 'NOOS', 'algorithm': 'XT', 'Fs:RANDOM_OVER_SAMPLING:random_state': 243, 'Fs:RANDOM_OVER_SAMPLING:sampling_strategy': 'not majority', 'XT:bootstrap': True, 'XT:ccp_alpha': 5.001959198783179e-05, 'XT:criterion': 'entropy', 'XT:max_depth_fraction': 1.758201632357605, 'XT:max_features': 0.13097287377608055, 'XT:min_samples_leaf': 2, 'XT:min_samples_split': 9, 'XT:n_estimators': 183}",5.489984035491943,0.922077922077922,0.922077922077922,0.9210099548794506,0.9545454545454547,0.9545454545454546
3,Model,19,20,41,XT,"{'Dr:algorithm': 'NOHD', 'Enc:algorithm': 'NOEnc', 'Fil:algorithm': 'NONS', 'Fs:algorithm': 'feature_importance', 'Ovs:algorithm': 'NOUS', 'Us:algorithm': 'NOOS', 'algorithm': 'XT', 'Fs:feature_importance:max_param_fraction': 0.9234423144050125, 'XT:bootstrap': True, 'XT:ccp_alpha': 0.0004911265339522743, 'XT:criterion': 'gini', 'XT:max_depth_fraction': 1.2452697313454737, 'XT:max_features': 0.45046584730869677, 'XT:min_samples_leaf': 3, 'XT:min_samples_split': 5, 'XT:n_estimators': 91}",9.429673910140991,0.935064935064935,0.935064935064935,0.934584967681138,0.9621212121212124,0.9621212121212122
4,Model,19,20,88,RF,"{'Dr:algorithm': 'NOHD', 'Enc:algorithm': 'NOEnc', 'Fil:algorithm': 'NONS', 'Fs:algorithm': 'RANDOM_OVER_SAMPLING', 'Ovs:algorithm': 'NOUS', 'Us:algorithm': 'NOOS', 'algorithm': 'RF', 'Fs:RANDOM_OVER_SAMPLING:random_state': 214, 'Fs:RANDOM_OVER_SAMPLING:sampling_strategy': 'all', 'RF:bootstrap': True, 'RF:ccp_alpha': 0.0005937211249623225, 'RF:criterion': 'entropy', 'RF:max_features': 0.6704202585049504, 'RF:min_samples_leaf': 3, 'RF:min_samples_split': 2, 'RF:n_estimators': 158}",20.025348663330078,0.9350649350649352,0.935064935064935,0.9349864886690215,0.9621212121212124,0.9621212121212122
5,Model,19,20,14,RF,"{'Dr:algorithm': 'NOHD', 'Enc:algorithm': 'NOEnc', 'Fil:algorithm': 'NONS', 'Fs:algorithm': 'RANDOM_OVER_SAMPLING', 'Ovs:algorithm': 'NOUS', 'Us:algorithm': 'NOOS', 'algorithm': 'RF', 'Fs:RANDOM_OVER_SAMPLING:random_state': 57, 'Fs:RANDOM_OVER_SAMPLING:sampling_strategy': 'not majority', 'RF:bootstrap': True, 'RF:ccp_alpha': 7.235822878879583e-06, 'RF:criterion': 'entropy', 'RF:max_features': 0.22030839235877808, 'RF:min_samples_leaf': 6, 'RF:min_samples_split': 7, 'RF:n_estimators': 191}",10.433176040649414,0.922077922077922,0.922077922077922,0.9215306121079674,0.9545454545454546,0.9545454545454546
6,Model,19,20,33,RF,"{'Dr:algorithm': 'NOHD', 'Enc:algorithm': 'NOEnc', 'Fil:algorithm': 'NONS', 'Fs:algorithm': 'feature_importance', 'Ovs:algorithm': 'NOUS', 'Us:algorithm': 'NOOS', 'algorithm': 'RF', 'Fs:feature_importance:max_param_fraction': 0.6554913526838466, 'RF:bootstrap': True, 'RF:ccp_alpha': 0.0008395493270381651, 'RF:criterion': 'entropy', 'RF:max_features': 0.9966773732874613, 'RF:min_samples_leaf': 8, 'RF:min_samples_split': 9, 'RF:n_estimators': 107}",18.332459926605225,0.9155844155844156,0.9155844155844156,0.9149352041947256,0.950757575757576,0.9507575757575758
7,Model,19,20,65,XT,"{'Dr:algorithm': 'NOHD', 'Enc:algorithm': 'NOEnc', 'Fil:algorithm': 'NONS', 'Fs:algorithm': 'RANDOM_OVER_SAMPLING', 'Ovs:algorithm': 'NOUS', 'Us:algorithm': 'NOOS', 'algorithm': 'XT', 'Fs:RANDOM_OVER_SAMPLING:random_state': 55, 'Fs:RANDOM_OVER_SAMPLING:sampling_strategy': 'minority', 'XT:bootstrap': False, 'XT:ccp_alpha': 0.0009175759820081855, 'XT:criterion': 'entropy', 'XT:max_depth_fraction': 1.375434352925896, 'XT:max_features': 0.7300327597412065, 'XT:min_samples_leaf': 2, 'XT:min_samples_split': 10, 'XT:n_estimators': 22}",2.161581516265869,0.9437229437229439,0.9437229437229437,0.9434757724518732,0.9671717171717175,0.9671717171717172
8,Model,19,20,8,RF,"{'Dr:algorithm': 'NOHD', 'Enc:algorithm': 'NOEnc', 'Fil:algorithm': 'NONS', 'Fs:algorithm': 'MUTUAL_INFORMATION', 'Ovs:algorithm': 'NOUS', 'Us:algorithm': 'NOOS', 'algorithm': 'RF', 'Fs:MUTUAL_INFORMATION:max_param_fraction': 0.8858193877724355, 'RF:bootstrap': False, 'RF:ccp_alpha': 0.00028354065856712085, 'RF:criterion': 'entropy', 'RF:max_features': 0.7999124234047934, 'RF:min_samples_leaf': 2, 'RF:min_samples_split': 9, 'RF:n_estimators': 69}",14.805400133132935,0.9285714285714286,0.9285714285714286,0.9289069155183152,0.9583333333333331,0.9583333333333334
9,Model,19,20,54,RF,"{'Dr:algorithm': 'NOHD', 'Enc:algorithm': 'NOEnc', 'Fil:algorithm': 'NONS', 'Fs:algorithm': 'feature_importance', 'Ovs:algorithm': 'NOUS', 'Us:algorithm': 'NOOS', 'algorithm': 'RF', 'Fs:feature_importance:max_param_fraction': 0.4414363861963616, 'RF:bootstrap': False, 'RF:ccp_alpha': 0.0007994412195691206, 'RF:criterion': 'gini', 'RF:max_features': 0.23109648146843537, 'RF:min_samples_leaf': 6, 'RF:min_samples_split': 3, 'RF:n_estimators': 126}",10.394980907440186,0.8917748917748918,0.8917748917748918,0.891595596836802,0.936868686868687,0.936868686868687
