task_id,accuracy,balanced_accuracy,f1_macro,jaccard_macro,jaccard_micro,precision_micro,precision_macro,precision,recall_micro,recall_macro,recall,roc_auc_ovo,roc_auc_ovr,runtime
23,0.511864406779661,0.5239395924207163,0.5112187659357471,0.3437950937950938,0.3439635535307517,0.511864406779661,0.5208736172807247,[0.43820225 0.45       0.6744186 ],0.511864406779661,0.5239395924207162,[0.58208955 0.52941176 0.46031746],0.7439736812358996,0.7421539991738849,358.831711349
30,0.9388127853881278,0.898631143135544,0.7454757415591183,0.6173583394924858,0.8846815834767642,0.9388127853881278,0.6538014311270125,[0.4375     0.99252137 0.5625     0.72093023 0.55555556],0.9388127853881278,0.898631143135544,[0.60869565 0.94506612 1.         0.93939394 1.        ],0.9930347107830633,0.9915163378979972,913.619507122
554,0.9782142857142857,0.9780514455256515,0.9780301303774616,0.9571278149931268,0.9573575672841663,0.9782142857142857,0.9780365533640017,"[0.98404993 0.97942689 0.97683706 0.99109981 0.98561151 0.97035992
 0.97585227 0.96456978 0.96635648 0.98620189]",0.9782142857142857,0.9780514455256517,"[0.97258396 0.97655678 0.96832937 0.98984127 0.99203476 0.96288515
 0.98283262 0.97728938 0.9705248  0.98763636]",0.9985566573301686,0.9985650506901889,5132.030114471
1005,0.8372093023255814,0.8130952380952381,0.8179068360556563,0.6961805555555556,0.72,0.8372093023255814,0.8238916256157636,[0.86206897 0.78571429],0.8372093023255814,0.8130952380952381,[0.89285714 0.73333333],-1,-1,378.813682292
1067,0.7985781990521327,0.6984917043740573,0.6674361898404398,0.5386567036355072,0.6646942800788954,0.7985781990521327,0.6517127799736495,[0.91212121 0.39130435],0.7985781990521327,0.6984917043740573,[0.84313725 0.55384615],0.6984917043740573,0.6984917043740573,785.359531331
1461,0.8191971690810572,0.8258753712360014,0.7039604706781248,0.5751537459701911,0.6937628769432478,0.8191971690810572,0.6753739306030666,[0.37686726 0.9738806 ],0.8191971690810572,0.8258753712360014,[0.83459357 0.81715717],0.8258753712360014,0.8258753712360014,1891.861182808
1486,0.9651820687654142,0.9626762029161178,0.9577874318860744,0.9195459472384736,0.9327071358474696,0.9651820687654142,0.9532355067126348,[0.92398234 0.98248867],0.9651820687654142,0.9626762029161178,[0.95683088 0.96852153],0.9626762029161178,0.9626762029161178,2705.129694744
1494,0.8483412322274881,0.8336519114688128,0.8313349320543565,0.7149560117302053,0.7366255144032922,0.8483412322274881,0.8292138177486599,[0.76712329 0.89130435],0.8483412322274881,0.8336519114688128,[0.78873239 0.87857143],0.8336519114688128,0.8336519114688128,857.738925429
4134,0.7936085219707057,0.7902334152334152,0.7912396139892144,0.6551478569218453,0.6578366445916115,0.7936085219707057,0.7930803185044141,[0.78899083 0.79716981],0.7936085219707057,0.7902334152334152,[0.75       0.83046683],0.7902334152334152,0.7902334152334152,2521.542083823
40498,0.5846938775510204,0.4295189959770224,0.37809047187840317,0.2619785071905455,0.4131218457101658,0.5846938775510204,0.36009872924528324,"[0.32608696 0.7195572  0.34920635 0.         0.62202381 0.50381679
 0.        ]",0.5846938775510204,0.4295189959770225,"[0.42857143 0.44318182 0.66666667 0.         0.71821306 0.75
 0.        ]",0.839482702485489,0.8444796144236795,1176.339940736
40668,0.8035820011841326,0.6976838569068516,0.684935826721719,0.5534974370377986,0.6716565631572436,0.8035820011841326,0.6746699171457428,[0.9109451  0.72078823 0.39227642],0.8035820011841326,0.6976838569068516,[0.86363125 0.78058311 0.44883721],0.87199449503228,0.8931351655347489,4370.246183641
40900,0.9774509803921568,0.9557213930348258,0.7687280040221216,0.6777577776583741,0.9558964525407478,0.9774509803921568,0.6939363143631436,[0.38888889 0.99898374],0.9774509803921568,0.9557213930348258,[0.93333333 0.97810945],0.4897512437810945,0.4897512437810945,605.659387307
40926,0.4675,0.467248576176497,0.46509177209062624,0.30749767609556145,0.30505709624796085,0.4675,0.4678908288731618,"[0.53670886 0.56284153 0.53186813 0.52617801 0.53647059 0.31234257
 0.46014493 0.4469697  0.32771084 0.43767313]",0.4675,0.46724857617649695,"[0.53       0.52020202 0.59753086 0.50124688 0.57721519 0.30769231
 0.32816537 0.58128079 0.33415233 0.395     ]",0.8826612445233226,0.8826681009989287,5024.208704799
40978,0.9832317073170732,0.9584104224483503,0.9647503065296931,0.9330761091652072,0.967016491754123,0.9832317073170732,0.9713552503814675,[0.95505618 0.98765432],0.9832317073170732,0.9584104224483503,[0.92391304 0.9929078 ],-1,-1,2261.443146437
40981,0.8623188405797102,0.8544815839897807,0.858385093167702,0.752653399668325,0.7579617834394905,0.8623188405797102,0.8670634920634921,[0.88888889 0.8452381 ],0.8623188405797102,0.8544815839897807,[0.78688525 0.92207792],0.8544815839897807,0.8544815839897807,919.301863199
40983,0.96900826446281,0.9473463218004703,0.8726650881347013,0.7913879598662208,0.9398797595190381,0.96900826446281,0.8220871878589999,[0.64864865 0.99552573],0.96900826446281,0.9473463218004703,[0.92307692 0.97161572],0.6618239838763855,0.6618239838763855,473.12642335
40984,0.9458874458874459,0.9458874458874459,0.9459684900067782,0.9017080840018465,0.8973305954825462,0.9458874458874459,0.9468063058750812,"[0.92424242 1.         0.91803279 1.         0.94029851 0.84507042
 1.        ]",0.9458874458874459,0.945887445887446,"[0.92424242 0.98484848 0.84848485 1.         0.95454545 0.90909091
 1.        ]",0.8826612445233226,0.8826681009989287,790.644649979
