,model type,k,wanted k,rid,algorithm,configuration,runtime,balanced_accuracy,accuracy,f1_macro,roc_auc_ovo,roc_auc_ovr
0,Fusion,10,10,2,WV,"{'ENS:size': 10, 'algorithm': 'WV', 'WV:scorer': 'macro_recall', 'WV:weighting': 'simple'}",2.6448099613189697,0.8729999999999999,0.873,0.8713837696241844,0.9294444444444449,0.9294444444444445
1,Model,10,10,55,LSVM,"{'Dr:algorithm': 'NOHD', 'Enc:algorithm': 'NOEnc', 'Fil:algorithm': 'NONS', 'Fs:algorithm': 'NOSD', 'Ovs:algorithm': 'NOUS', 'Us:algorithm': 'NOOS', 'algorithm': 'LSVM', 'LSVM:C': 54.486091723646894, 'LSVM:loss': 'squared_hinge', 'LSVM:penalty': 'l2', 'LSVM:tol': 0.01031111601609556}",409.67910718917847,0.8460714285714286,0.8460714285714286,0.8436691336526897,0.9144841269841273,0.914484126984127
2,Model,10,10,40,DTREE,"{'Dr:algorithm': 'NOHD', 'Enc:algorithm': 'NOEnc', 'Fil:algorithm': 'NONS', 'Fs:algorithm': 'NOSD', 'Ovs:algorithm': 'NOUS', 'Us:algorithm': 'NOOS', 'algorithm': 'DTREE', 'DTREE:ccp_alpha': 0.00042501820202249486, 'DTREE:criterion': 'entropy', 'DTREE:max_depth_fraction': 1.0954151468990012, 'DTREE:min_samples_leaf': 2, 'DTREE:min_samples_split': 8}",351.841783285141,0.821857142857143,0.8218571428571428,0.8204337021505983,0.9010317460317463,0.9010317460317461
3,Model,10,10,2,DTREE,"{'Dr:algorithm': 'NOHD', 'Enc:algorithm': 'NOEnc', 'Fil:algorithm': 'NONS', 'Fs:algorithm': 'NOSD', 'Ovs:algorithm': 'NOUS', 'Us:algorithm': 'NOOS', 'algorithm': 'DTREE', 'DTREE:ccp_alpha': 0.00011745261839813348, 'DTREE:criterion': 'gini', 'DTREE:max_depth_fraction': 1.7921529471685926, 'DTREE:min_samples_leaf': 2, 'DTREE:min_samples_split': 3}",428.3635091781616,0.8207857142857142,0.8207857142857143,0.8203743921030509,0.9004365079365083,0.900436507936508
4,Model,10,10,84,LDA,"{'Dr:algorithm': 'NOHD', 'Enc:algorithm': 'NOEnc', 'Fil:algorithm': 'NONS', 'Fs:algorithm': 'NOSD', 'Ovs:algorithm': 'NOUS', 'Us:algorithm': 'NOOS', 'algorithm': 'LDA', 'LDA:solver': 'svd', 'LDA:tol': 5.698793633424194e-05}",103.86720013618469,0.8214285714285714,0.8214285714285714,0.8222791173067836,0.9007936507936513,0.9007936507936507
5,Model,10,10,53,QDA,"{'Dr:algorithm': 'NOHD', 'Enc:algorithm': 'NOEnc', 'Fil:algorithm': 'NONS', 'Fs:algorithm': 'NOSD', 'Ovs:algorithm': 'NOUS', 'Us:algorithm': 'NOOS', 'algorithm': 'QDA', 'QDA:reg_param': 0.6240957994151916}",134.97951006889343,0.7498571428571428,0.7498571428571429,0.747589141584867,0.8610317460317463,0.8610317460317459
6,Model,10,10,33,PA,"{'Dr:algorithm': 'NOHD', 'Enc:algorithm': 'NOEnc', 'Fil:algorithm': 'NONS', 'Fs:algorithm': 'NOSD', 'Ovs:algorithm': 'NOUS', 'Us:algorithm': 'NOOS', 'algorithm': 'PA', 'PA:C': 7.566366373928627, 'PA:average': False, 'PA:loss': 'hinge', 'PA:tol': 0.05106660355916357}",69.19953942298889,0.7851428571428571,0.7851428571428571,0.7750135146716881,0.8806349206349211,0.8806349206349204
7,Model,10,10,21,SGD,"{'Dr:algorithm': 'NOHD', 'Enc:algorithm': 'NOEnc', 'Fil:algorithm': 'NONS', 'Fs:algorithm': 'NOSD', 'Ovs:algorithm': 'NOUS', 'Us:algorithm': 'NOOS', 'algorithm': 'SGD', 'SGD:alpha': 3.6587967741295083e-06, 'SGD:average': False, 'SGD:epsilon': 0.0003603023810381909, 'SGD:learning_rate': 'constant', 'SGD:loss': 'log_loss', 'SGD:penalty': 'l2', 'SGD:power_t': 0.5150908272862876, 'SGD:tol': 0.0003740672854520146, 'SGD:eta0': 0.0073541388218587595}",70.98660445213318,0.8177142857142858,0.8177142857142857,0.8155076910642689,0.8987301587301594,0.8987301587301586
8,Model,10,10,15,GB,"{'Dr:algorithm': 'NOHD', 'Enc:algorithm': 'NOEnc', 'Fil:algorithm': 'NONS', 'Fs:algorithm': 'NOSD', 'Ovs:algorithm': 'NOUS', 'Us:algorithm': 'NOOS', 'algorithm': 'GB', 'GB:l2_regularization': 2.78566645469567e-10, 'GB:learning_rate': 0.49851306372752885, 'GB:min_samples_leaf': 42}",531.7199523448944,0.8051428571428569,0.8051428571428572,0.8045493198126643,0.8917460317460321,0.8917460317460318
9,Model,10,10,37,XT,"{'Dr:algorithm': 'NOHD', 'Enc:algorithm': 'NOEnc', 'Fil:algorithm': 'NONS', 'Fs:algorithm': 'NOSD', 'Ovs:algorithm': 'NOUS', 'Us:algorithm': 'NOOS', 'algorithm': 'XT', 'XT:bootstrap': True, 'XT:ccp_alpha': 0.00014992098320000248, 'XT:criterion': 'gini', 'XT:max_depth_fraction': 1.5862363637886956, 'XT:max_features': 0.48936153536241467, 'XT:min_samples_leaf': 4, 'XT:min_samples_split': 5, 'XT:n_estimators': 23}",471.30211353302,0.8631428571428572,0.8631428571428571,0.8609059253416852,0.9239682539682543,0.9239682539682539
