,size,true size,rid,algorithm,configuration,runtime,balanced_accuracy,accuracy,f1_macro,roc_auc_ovo,roc_auc_ovr,doublefault_norm,doublefault,correlation_norm,disagreement,yulesq
0,2,2,3,MLE,"{'ENS:size': 2, 'algorithm': 'MLE'}",1.9414007663726807,0.9544403330249769,0.9451219512195121,0.899494407844339,0.9544403330249768,0.9544403330249768,0.992,0.008,0.41,0.058,0.794
1,5,5,3,MLE,"{'ENS:size': 5, 'algorithm': 'MLE'}",2.1497583389282227,0.9500077089115017,0.9375,0.8876369758571565,0.9500077089115017,0.9500077089115017,0.989,0.011,0.334,0.042,0.906
2,10,10,3,MLE,"{'ENS:size': 10, 'algorithm': 'MLE'}",2.1627025604248047,0.9562133826703669,0.948170731707317,0.9043567753001714,0.9562133826703668,0.9562133826703668,0.987,0.013,0.305,0.039,0.927
3,15,15,3,MLE,"{'ENS:size': 15, 'algorithm': 'MLE'}",2.2324202060699463,0.9660807893925378,0.9573170731707317,0.9200111482720179,0.9660807893925377,0.9660807893925377,0.987,0.013,0.31,0.046,0.904
4,20,20,2,WV,"{'ENS:size': 20, 'algorithm': 'WV', 'WV:scorer': 'macro_recall', 'WV:weighting': 'simple'}",1.9643452167510986,0.9429925994449584,0.9801829268292683,0.9575499639114959,0.9429925994449584,0.9429925994449584,0.986,0.014,0.309,0.045,0.907
