,model type,k,wanted k,rid,algorithm,configuration,runtime,balanced_accuracy,accuracy,f1_macro,roc_auc_ovo,roc_auc_ovr
0,Fusion,15,15,3,MLE,"{'ENS:size': 15, 'algorithm': 'MLE'}",2.3147873878479004,0.9523203823620106,0.9649390243902439,0.9307302068268944,0.9523203823620106,0.9523203823620106
1,Model,15,15,7,GNB,"{'Dr:algorithm': 'NOHD', 'Enc:algorithm': 'ENC', 'Fs:algorithm': 'NOSD', 'Ovs:algorithm': 'NOUS', 'Shared:algorithm': 'PRE_LDA', 'algorithm': 'GNB', 'Enc:ENC:encoder': 'one-hot', 'GNB:var_smoothing': 8.958760180345083e-08, 'Shared:PRE_LDA:max_component_fraction': 0.8877721286497625, 'Shared:PRE_LDA:solver': 'eigen', 'Shared:PRE_LDA:tol': 1.6127832729933786e-05, 'Shared:PRE_LDA:shrinkage': 'auto'}",207.30310654640198,0.9314677767499229,0.9603658536585366,0.9199924946054976,0.9314677767499229,0.9314677767499229
2,Model,15,15,83,QDA,"{'Dr:algorithm': 'NOHD', 'Enc:algorithm': 'ENC', 'Fs:algorithm': 'NOSD', 'Ovs:algorithm': 'NOUS', 'Shared:algorithm': 'PRE_LDA', 'algorithm': 'QDA', 'Enc:ENC:encoder': 'one-hot', 'QDA:reg_param': 0.5126034652833321, 'Shared:PRE_LDA:max_component_fraction': 0.999400920256948, 'Shared:PRE_LDA:solver': 'svd', 'Shared:PRE_LDA:tol': 7.772049039198868e-05}",128.145268201828,0.9150477952513105,0.9634146341463414,0.9227326266195524,0.9150477952513105,0.9150477952513105
3,Model,15,15,46,MLP,"{'Dr:algorithm': 'NOHD', 'Enc:algorithm': 'ENC', 'Fs:algorithm': 'NOSD', 'Ovs:algorithm': 'NOUS', 'Shared:algorithm': 'RANDOM_OVER_SAMPLING', 'algorithm': 'MLP', 'Enc:ENC:encoder': 'one-hot', 'MLP:activation': 'logistic', 'MLP:alpha': 0.0003275532886872792, 'MLP:n_hidden_layers': 2, 'MLP:n_neurons_layer': 99, 'MLP:solver': 'adam', 'MLP:tol': 0.00024853957978909964, 'Shared:RANDOM_OVER_SAMPLING:random_state': 165, 'Shared:RANDOM_OVER_SAMPLING:sampling_strategy': 'minority', 'MLP:beta_1': 0.9, 'MLP:beta_2': 0.999, 'MLP:epsilon': 1e-08, 'MLP:learning_rate_init': 0.006191537735129336}",126.45956015586853,0.9476564909034844,0.9725609756097561,0.9436200080215436,0.9476564909034845,0.9476564909034845
4,Model,15,15,40,LDA,"{'Dr:algorithm': 'NOHD', 'Enc:algorithm': 'ENC', 'Fs:algorithm': 'NOSD', 'Ovs:algorithm': 'NOUS', 'Shared:algorithm': 'PRE_LDA', 'algorithm': 'LDA', 'Enc:ENC:encoder': 'one-hot', 'LDA:solver': 'eigen', 'Shared:PRE_LDA:max_component_fraction': 0.560341957552856, 'Shared:PRE_LDA:solver': 'eigen', 'Shared:PRE_LDA:tol': 0.09170216347953025, 'LDA:shrinkage': 'auto', 'Shared:PRE_LDA:shrinkage': 'auto'}",210.21888875961304,0.8949660807893925,0.9679878048780488,0.9279554428261381,0.8949660807893925,0.8949660807893925
5,Model,15,15,29,BNB,"{'Dr:algorithm': 'NOHD', 'Enc:algorithm': 'ENC', 'Fs:algorithm': 'NOSD', 'Ovs:algorithm': 'NOUS', 'Shared:algorithm': 'smote', 'algorithm': 'BNB', 'BNB:alpha': 0.1516664696200844, 'BNB:fit_prior': False, 'Enc:ENC:encoder': 'one-hot', 'Shared:smote:k_neighbors': 9, 'Shared:smote:random_state': 15, 'Shared:smote:sampling_strategy': 'minority'}",45.939154863357544,0.9014030218933087,0.9634146341463414,0.9204896672928913,0.9014030218933087,0.9014030218933087
6,Model,15,15,89,GNB,"{'Dr:algorithm': 'NOHD', 'Enc:algorithm': 'ENC', 'Fs:algorithm': 'NOSD', 'Ovs:algorithm': 'NOUS', 'Shared:algorithm': 'MUTUAL_INFORMATION', 'algorithm': 'GNB', 'Enc:ENC:encoder': 'one-hot', 'GNB:var_smoothing': 4.406276752710478e-08, 'Shared:MUTUAL_INFORMATION:max_param_fraction': 0.2670396122490548}",294.5650734901428,0.9041782300339192,0.9603658536585366,0.9155024473376534,0.9041782300339192,0.9041782300339192
7,Model,15,15,53,KNN_CLASS,"{'Dr:algorithm': 'NOHD', 'Enc:algorithm': 'ENC', 'Fs:algorithm': 'NOSD', 'Ovs:algorithm': 'NOUS', 'Shared:algorithm': 'RANDOM_OVER_SAMPLING', 'algorithm': 'KNN_CLASS', 'Enc:ENC:encoder': 'one-hot', 'KNN_CLASS:n_neighbors': 7, 'KNN_CLASS:p': 2, 'KNN_CLASS:weights': 'uniform', 'Shared:RANDOM_OVER_SAMPLING:random_state': 209, 'Shared:RANDOM_OVER_SAMPLING:sampling_strategy': 'all'}",50.03442454338074,0.8847903176071539,0.9192073170731707,0.8479987758760137,0.8847903176071539,0.8847903176071539
8,Model,15,15,86,XT,"{'Dr:algorithm': 'NOHD', 'Enc:algorithm': 'ENC', 'Fs:algorithm': 'NOSD', 'Ovs:algorithm': 'NOUS', 'Shared:algorithm': 'RANDOM_OVER_SAMPLING', 'algorithm': 'XT', 'Enc:ENC:encoder': 'one-hot', 'Shared:RANDOM_OVER_SAMPLING:random_state': 351, 'Shared:RANDOM_OVER_SAMPLING:sampling_strategy': 'not majority', 'XT:bootstrap': False, 'XT:ccp_alpha': 0.00023247660502049439, 'XT:criterion': 'gini', 'XT:max_depth_fraction': 1.5368049675027453, 'XT:max_features': 0.6130319942184514, 'XT:min_samples_leaf': 3, 'XT:min_samples_split': 9, 'XT:n_estimators': 21}",251.40469813346863,0.9602991057662658,0.9786585365853658,0.9561488951278674,0.9602991057662658,0.9602991057662658
9,Model,15,15,43,RF,"{'Dr:algorithm': 'NOHD', 'Enc:algorithm': 'ENC', 'Fs:algorithm': 'NOSD', 'Ovs:algorithm': 'NOUS', 'Shared:algorithm': 'feature_importance', 'algorithm': 'RF', 'Enc:ENC:encoder': 'one-hot', 'RF:bootstrap': True, 'RF:ccp_alpha': 0.0005017430544031353, 'RF:criterion': 'entropy', 'RF:max_features': 0.16146817563789345, 'RF:min_samples_leaf': 5, 'RF:min_samples_split': 9, 'RF:n_estimators': 34, 'Shared:feature_importance:max_param_fraction': 0.80935788016657}",102.34206676483154,0.9330095590502621,0.9786585365853658,0.9536189725875199,0.9330095590502621,0.9330095590502621
10,Model,15,15,55,RF,"{'Dr:algorithm': 'NOHD', 'Enc:algorithm': 'ENC', 'Fs:algorithm': 'NOSD', 'Ovs:algorithm': 'NOUS', 'Shared:algorithm': 'feature_importance', 'algorithm': 'RF', 'Enc:ENC:encoder': 'one-hot', 'RF:bootstrap': False, 'RF:ccp_alpha': 2.7683551084272785e-05, 'RF:criterion': 'gini', 'RF:max_features': 0.7792674154945572, 'RF:min_samples_leaf': 2, 'RF:min_samples_split': 6, 'RF:n_estimators': 98, 'Shared:feature_importance:max_param_fraction': 0.15868584806768993}",127.13636875152588,0.9385599753314832,0.9725609756097561,0.942584848779539,0.9385599753314832,0.9385599753314832
11,Model,15,15,64,DTREE,"{'Dr:algorithm': 'NOHD', 'Enc:algorithm': 'ENC', 'Fs:algorithm': 'NOSD', 'Ovs:algorithm': 'NOUS', 'Shared:algorithm': 'feature_importance', 'algorithm': 'DTREE', 'DTREE:ccp_alpha': 0.00016896912392139695, 'DTREE:criterion': 'entropy', 'DTREE:max_depth_fraction': 0.8817976462096162, 'DTREE:min_samples_leaf': 2, 'DTREE:min_samples_split': 5, 'Enc:ENC:encoder': 'one-hot', 'Shared:feature_importance:max_param_fraction': 0.6713838389965626}",80.56931233406067,0.9594125809435707,0.9771341463414634,0.9532263814616756,0.9594125809435707,0.9594125809435707
12,Model,15,15,54,RF,"{'Dr:algorithm': 'NOHD', 'Enc:algorithm': 'ENC', 'Fs:algorithm': 'NOSD', 'Ovs:algorithm': 'NOUS', 'Shared:algorithm': 'feature_importance', 'algorithm': 'RF', 'Enc:ENC:encoder': 'one-hot', 'RF:bootstrap': False, 'RF:ccp_alpha': 0.00030014601291856525, 'RF:criterion': 'entropy', 'RF:max_features': 0.32068274172570355, 'RF:min_samples_leaf': 2, 'RF:min_samples_split': 5, 'RF:n_estimators': 128, 'Shared:feature_importance:max_param_fraction': 0.23596784324502063}",109.13750958442688,0.9529756398396546,0.9817073170731707,0.9613663133097762,0.9529756398396548,0.9529756398396548
13,Model,15,15,1,RF,"{'Dr:algorithm': 'NOHD', 'Enc:algorithm': 'ENC', 'Fs:algorithm': 'NOSD', 'Ovs:algorithm': 'NOUS', 'Shared:algorithm': 'feature_importance', 'algorithm': 'RF', 'Enc:ENC:encoder': 'one-hot', 'RF:bootstrap': True, 'RF:ccp_alpha': 0.0, 'RF:criterion': 'gini', 'RF:max_features': 0.5, 'RF:min_samples_leaf': 1, 'RF:min_samples_split': 2, 'RF:n_estimators': 50, 'Shared:feature_importance:max_param_fraction': 0.4}",98.71393299102783,0.9494295405488744,0.975609756097561,0.9494295405488744,0.9494295405488745,0.9494295405488745
