,rid,algorithm,configuration,runtime,balanced_accuracy,accuracy,f1_macro,roc_auc_ovo,roc_auc_ovr
0,1,MAMV,"{'ENS:size': 5, 'algorithm': 'MAMV'}",1.292799949645996,0.8548009367681498,0.855072463768116,0.8535653650254669,0.8548009367681499,0.8548009367681499
1,2,WV,"{'ENS:size': 5, 'algorithm': 'WV', 'WV:scorer': 'macro_recall', 'WV:weighting': 'simple'}",1.2804384231567383,0.8548009367681498,0.855072463768116,0.8535653650254669,0.8548009367681499,0.8548009367681499
2,3,MLE,"{'ENS:size': 5, 'algorithm': 'MLE'}",1.2766244411468506,0.8599105812220567,0.855072463768116,0.8545837723919916,0.8599105812220565,0.8599105812220565
