,rid,algorithm,configuration,runtime,balanced_accuracy,accuracy,f1_macro,roc_auc_ovo,roc_auc_ovr
0,1,MAMV,"{'ENS:size': 2, 'algorithm': 'MAMV'}",1.7500288486480713,0.799502487562189,0.9931372549019608,0.8582630272952854,0.799502487562189,0.799502487562189
1,2,WV,"{'ENS:size': 2, 'algorithm': 'WV', 'WV:scorer': 'macro_recall', 'WV:weighting': 'simple'}",1.3936669826507568,0.9557213930348258,0.9774509803921568,0.7687280040221216,0.955721393034826,0.955721393034826
2,3,MLE,"{'ENS:size': 2, 'algorithm': 'MLE'}",1.4576537609100342,0.9557213930348258,0.9774509803921568,0.7687280040221216,0.955721393034826,0.955721393034826
