,size,true size,rid,algorithm,configuration,runtime,balanced_accuracy,accuracy,f1_macro,roc_auc_ovo,roc_auc_ovr,doublefault_norm,doublefault,correlation_norm,disagreement,yulesq
0,2,2,2,WV,"{'ENS:size': 2, 'algorithm': 'WV', 'WV:scorer': 'macro_recall', 'WV:weighting': 'simple'}",1.3936669826507568,0.9557213930348258,0.9774509803921568,0.7687280040221216,0.955721393034826,0.955721393034826,0.998,0.002,0.426,0.025,0.899
1,5,5,3,MLE,"{'ENS:size': 5, 'algorithm': 'MLE'}",1.5616471767425537,0.954726368159204,0.9754901960784313,0.7578600526060905,0.954726368159204,0.954726368159204,0.995,0.005,0.237,0.013,0.97
2,10,10,3,MLE,"{'ENS:size': 10, 'algorithm': 'MLE'}",1.7922735214233398,0.9268656716417911,0.9852941176470589,0.8133212947937384,0.9268656716417911,0.9268656716417911,0.995,0.005,0.217,0.011,0.975
3,15,15,3,MLE,"{'ENS:size': 15, 'algorithm': 'MLE'}",1.9157536029815674,0.991044776119403,0.9823529411764705,0.8079819277108433,0.991044776119403,0.991044776119403,0.995,0.005,0.23,0.01,0.979
4,20,20,3,MLE,"{'ENS:size': 20, 'algorithm': 'MLE'}",2.1289803981781006,0.9562189054726369,0.9784313725490196,0.7744723618090452,0.9562189054726368,0.9562189054726368,0.995,0.005,0.223,0.01,0.981
